"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL484611";"";"None";"390.49";"0";"3.48";"5q";"Cc1nc2ncccc2c(=O)n1-c1ccc(OC2CCN(C3CCC3)CC2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL981857";"Antagonist activity at human ERG in HEK293 cells assessed as inhibition of [35S]N-[(4R)-1'-[(2R)-6-cyano-1,2,3,4-tetrahydro-2-naphthalenyl]-3,4-dihydro-4-hydroxyspiro[2H-1-benzopyran-2,4'-piperidin]-6-yl]methanesulfonamide binding";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142515";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307715";"";"";"";"10.0"
"CHEMBL514545";"";"None";"440.59";"0";"3.20";"1";"CNC(=O)c1c(NCC2CCC3(CC2)CC3)nc(C#N)nc1OCCC1CCN(C)CC1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL988836";"Displacement of [3H]dofetilide from human ERG in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144211";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";"";"";""
"CHEMBL157101";"KETOCONAZOLE";"4.0";"531.44";"1";"4.21";"keto";"CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909190";"DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"Not Active";""
"CHEMBL244946";"";"None";"537.74";"2";"5.63";"2";"Cc1ccc2c(-c3nnc(SCCCN4CCc5ccc(-c6cc(C)nn6C)cc5CC4)n3C)cccc2n1";"IC50";"'='";"1995.26";"nM";"5.70";"";"";"UO_0000065";"10.60";"0.20";"0.07";"8.82";"1";"CHEMBL1059865";"Displacement of [3H]dofetilide from human ERG channel by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153053";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"5.7"
"CHEMBL269959";"";"None";"498.66";"1";"5.37";"3";"Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(C)oc6cc5CC4)n3C)cccc2n1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL1059865";"Displacement of [3H]dofetilide from human ERG channel by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153053";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"5.0"
"CHEMBL551927";"";"None";"423.99";"1";"5.24";"10";"C[C@@]12CC(c3ccccc3)C[C@@H](C1)N(CCN1CCN(c3cccc(Cl)c3)C1=O)C2";"IC50";"'='";"63.1";"nM";"7.20";"";"";"UO_0000065";"16.98";"0.33";"1.96";"26.88";"0";"CHEMBL1059865";"Displacement of [3H]dofetilide from human ERG channel by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153053";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"7.2"
"CHEMBL556496";"";"None";"413.95";"0";"4.47";"15";"COc1cccc(C2CCCN(CCN3CCN(c4cccc(Cl)c4)C3=O)C2)c1";"IC50";"'='";"199.53";"nM";"6.70";"";"";"UO_0000065";"16.19";"0.32";"2.23";"18.60";"0";"CHEMBL1059865";"Displacement of [3H]dofetilide from human ERG channel by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153053";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"6.7"
"CHEMBL476373";"";"None";"363.46";"0";"3.56";"1";"Cc1nc2ccccc2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL981857";"Antagonist activity at human ERG in HEK293 cells assessed as inhibition of [35S]N-[(4R)-1'-[(2R)-6-cyano-1,2,3,4-tetrahydro-2-naphthalenyl]-3,4-dihydro-4-hydroxyspiro[2H-1-benzopyran-2,4'-piperidin]-6-yl]methanesulfonamide binding";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142515";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307715";"";"";"";"10.0"
"CHEMBL483199";"";"None";"389.50";"0";"4.09";"2f";"Cc1nc2ccccc2c(=O)n1-c1ccc(OC2CCN(C3CCC3)CC2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL981857";"Antagonist activity at human ERG in HEK293 cells assessed as inhibition of [35S]N-[(4R)-1'-[(2R)-6-cyano-1,2,3,4-tetrahydro-2-naphthalenyl]-3,4-dihydro-4-hydroxyspiro[2H-1-benzopyran-2,4'-piperidin]-6-yl]methanesulfonamide binding";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142515";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307715";"";"";"";"10.0"
"CHEMBL562836";"";"None";"373.52";"0";"4.22";"32";"CN(CCN1CCN(c2ccc(F)cc2)C1=O)C[C@]12CC[C@H](CC1)C2(C)C";"IC50";"'='";"3162.28";"nM";"5.50";"";"";"UO_0000065";"14.72";"0.28";"1.28";"20.53";"0";"CHEMBL1059865";"Displacement of [3H]dofetilide from human ERG channel by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153053";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"5.5"
"CHEMBL564347";"";"None";"399.54";"0";"3.81";"33";"CN(CCN1CCN(c2ccc3c(c2)OCO3)C1=O)C[C@]12CC[C@H](CC1)C2(C)C";"IC50";"'='";"6309.57";"nM";"5.20";"";"";"UO_0000065";"13.01";"0.24";"1.39";"11.49";"0";"CHEMBL1059865";"Displacement of [3H]dofetilide from human ERG channel by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153053";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"5.2"
"CHEMBL4098533";"";"None";"369.82";"0";"3.02";"53";"Cc1cc(CNc2nc(N)nc3ccn(Cc4cc(Cl)ccn4)c23)no1";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"17.04";"0.33";"3.28";"5.85";"0";"CHEMBL4030710";"Displacement of 3H-dofetilide from human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028850";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";"";"0.5"
"CHEMBL1515611";"BROMISOVALUM";"4.0";"223.07";"0";"0.60";"BROMISOVALUM";"CC(C)C(Br)C(=O)NC(N)=O";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909190";"DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"Not Active";""
"CHEMBL1224639";"";"None";"370.52";"0";"3.81";"8";"CC(C)c1ccc(S(=O)(=O)Nc2ccc([C@@]34C[C@@H]3CN(C)C4)cc2)cc1";"IC50";"'='";"1584.89";"nM";"5.80";"";"";"UO_0000065";"15.65";"0.30";"1.99";"11.74";"0";"CHEMBL1225700";"Inhibition of human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1221332";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"5.8"
"CHEMBL1290276";"";"None";"411.57";"0";"3.73";"14c";"CC(C)N1C[C@H](NS(=O)(=O)C(C)C)[C@@H](c2ccc(-c3ccc(C#N)cc3)cc2)C1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1291783";"Displacement of [3H]-dofetilide from human hERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1287696";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";""
"CHEMBL1078073";"";"None";"298.79";"0";"2.94";"26";"CC(C)CN(C(=O)c1cccc(Cl)c1F)[C@H]1CCNC1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1112305";"Inhibition of human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154203";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"10000.0"
"CHEMBL5483011";"INDINAVIR";"3.0";"631.82";"1";"2.87";"IDV";"CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909190";"DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"Not Active";""
"CHEMBL1224069";"";"None";"337.42";"0";"2.75";"29";"NC(=O)c1cccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)n1";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"17.78";"0.33";"3.25";"8.77";"0";"CHEMBL1225864";"Inhibition of human ERG by electrophysiology assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1221377";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"1.0"
"CHEMBL531";"PERGOLIDE";"4.0";"314.50";"0";"4.27";"PERGOLIDE";"CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909190";"DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"Not Active";""
"CHEMBL4208552";"";"None";"383.36";"0";"2.76";"14";"CC1=C[C@@](CF)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)O1";"IC50";"'='";"3900.0";"nM";"5.41";"";"";"UO_0000065";"14.11";"0.26";"2.65";"4.77";"0";"CHEMBL4195231";"Inhibition of human ERG expressed in HEK293 cells by manual patch clamp assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4190390";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";"3.9"
"CHEMBL5419663";"";"None";"483.62";"0";"2.70";"20";"CCC[C@@H](CCO)Nc1nc(N)nc2cnn(Cc3ccc(CNC4CCOCC4)cc3OC)c12";"IC50";"'>='";"45000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5360237";"Inhibition of hERG by patch clamp assay";"T";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5357068";"1";"Scientific Literature";"ACS Med Chem Lett";"2024";"None";"";"";"";"45.0"
"CHEMBL5413224";"";"None";"409.54";"0";"3.32";"5";"CCCCNc1nc(N)nc2cnn(Cc3ccc(CNC4CCC4)cc3OC)c12";"IC50";"'='";"18800.0";"nM";"4.73";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5360237";"Inhibition of hERG by patch clamp assay";"T";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5357068";"1";"Scientific Literature";"ACS Med Chem Lett";"2024";"None";"";"BLOCKER";"";"18.8"
"CHEMBL1201193";"LEVOBUPIVACAINE";"4.0";"288.44";"0";"3.90";"LEVOBUPIVACAINE";"CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909190";"DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"Not Active";""
"CHEMBL4211915";"";"None";"407.47";"0";"1.52";"26";"C[C@H]1COCCN1c1nc(-c2cnc(N)cc2F)cc(C2(S(C)(=O)=O)CC2)n1";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4199858";"Inhibition of recombinant human ERG expressed in CHO cells by automated whole cell patch clamp Qpatch method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196123";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None";"";"";"";"30.0"
"CHEMBL476954";"";"None";"315.24";"0";"3.34";"3";"CC(C)C(=O)N(Cc1cccc(Cl)c1Cl)[C@H]1CCNC1";"IC50";"'='";"24700.0";"nM";"4.61";"";"";"UO_0000065";"14.62";"0.31";"1.27";"14.25";"1";"CHEMBL1112305";"Inhibition of human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154203";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"24700.0"
"CHEMBL1080787";"";"None";"315.24";"0";"3.45";"9, PF-184298";"CC(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1";"IC50";"'='";"20000.0";"nM";"4.70";"";"";"UO_0000065";"14.91";"0.32";"1.25";"14.53";"0";"CHEMBL1112305";"Inhibition of human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154203";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"20000.0"
"CHEMBL1077647";"";"None";"315.24";"0";"3.45";"18";"CC(C)CN(C(=O)c1cc(Cl)ccc1Cl)[C@H]1CCNC1";"IC50";"'='";"19800.0";"nM";"4.70";"";"";"UO_0000065";"14.92";"0.32";"1.25";"14.54";"0";"CHEMBL1112305";"Inhibition of human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154203";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"19800.0"
"CHEMBL1078164";"";"None";"298.79";"0";"2.94";"25";"CC(C)CN(C(=O)c1cccc(F)c1Cl)[C@H]1CCNC1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1112305";"Inhibition of human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154203";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";""
"CHEMBL439065";"";"None";"501.58";"2";"5.53";"35";"Cc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2ccc(C(F)(F)F)cc2)n1C)CC3";"IC50";"'='";"3981.07";"nM";"5.40";"";"";"UO_0000065";"10.77";"0.21";"-0.13";"9.00";"0";"CHEMBL948183";"Displacement of [3H]Dofetilide from human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142271";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"5.4"
"CHEMBL255388";"";"None";"516.98";"2";"5.58";"rac-45";"Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC2C(=O)N(c3ccc(Cl)cc3)C2C(=O)O)c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL933193";"Inhibition of human ERG by FLIPR assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142250";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";""
"CHEMBL271739";"";"None";"500.53";"2";"5.07";"rac-44";"Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC2C(=O)N(c3ccc(F)cc3)C2C(=O)O)c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL933193";"Inhibition of human ERG by FLIPR assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142250";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";""
"CHEMBL257517";"";"None";"568.67";"2";"6.24";"(-)-41";"COc1ccc(-c2nc(CCOc3cccc(C[C@@H]4C(=O)N(c5ccc(C(C)(C)C)cc5)[C@@H]4C(=O)O)c3)c(C)o2)cc1";"IC50";"'='";"3200.0";"nM";"5.50";"";"";"UO_0000065";"9.66";"0.18";"-0.75";"5.38";"0";"CHEMBL933193";"Inhibition of human ERG by FLIPR assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142250";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"3.2"
"CHEMBL85606";"";"None";"438.58";"0";"4.84";"1";"N#Cc1ccc2c(c1)CCN(CC[C@H]1CC[C@H](NC(=O)c3ccnc4ccccc34)CC1)C2";"IC50";"'='";"1995.26";"nM";"5.70";"";"";"UO_0000065";"13.00";"0.24";"0.86";"8.26";"1";"CHEMBL948183";"Displacement of [3H]Dofetilide from human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142271";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"5.7"
"CHEMBL131";"PREDNISOLONE";"4.0";"360.45";"0";"1.56";"PREDNISOLONE";"C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909190";"DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"Not Active";""
"CHEMBL255619";"";"None";"478.62";"0";"4.46";"47";"Cc1ncoc1-c1nnc(SCCCN2CCc3cc4nc(CC5CC5)oc4cc3CC2)n1C";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"12.54";"0.24";"1.54";"6.98";"0";"CHEMBL948183";"Displacement of [3H]Dofetilide from human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142271";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"6.0"
"CHEMBL256651";"";"None";"483.59";"1";"5.05";"40";"CCc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2ccc(F)c(F)c2)n1C)CC3";"IC50";"'='";"1258.93";"nM";"5.90";"";"";"UO_0000065";"12.20";"0.24";"0.85";"9.84";"0";"CHEMBL948183";"Displacement of [3H]Dofetilide from human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142271";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"5.9"
"CHEMBL271096";"";"None";"515.61";"2";"5.79";"39";"CCc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2ccc(C(F)(F)F)cc2)n1C)CC3";"IC50";"'='";"251.19";"nM";"6.60";"";"";"UO_0000065";"12.80";"0.25";"0.81";"11.00";"0";"CHEMBL948183";"Displacement of [3H]Dofetilide from human ERG";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142271";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"6.6"
"CHEMBL245687";"";"None";"336.48";"0";"3.70";"20";"c1ccc(-c2ccccc2CN(C2CCOCC2)[C@H]2CCNC2)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL903477";"Inhibition of hERG";"T";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139125";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";""
"CHEMBL193";"NIFEDIPINE";"4.0";"346.34";"0";"2.18";"NIFEDIPINE";"COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909190";"DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL240";"Voltage-gated inwardly rectifying potassium channel KCNH2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"Not Active";""
