"SMARTS","property","name"
"N1([CH2,CH3])C(=S)[N!H0]C(=[C!H0]c2cc(Br)ccc2)C1(=O)","PAINS compounds","Ene_rhod_I"
"[CH2,CH3]N1C(=[#16,#7])[!#6]C(=[#6]2-,:[#6H]=,:[#6H]cc-,:[#7]2[CH2,CH3])C1=[OX1]","PAINS compounds","Ene_rhod_J"
"C1([#8])OC([#6])([#8])C=C1","PAINS compounds","Ene_misc_A"
"cc[CH2][C!H0](C=[OX1])N1C(=[OX1])[C!H0]2[CH2]C=C[CH2][C!H0]2C1(=[OX1])","PAINS compounds","Ene_misc_B"
"c1ccc4c(c1)N(C(C=C4)([CH2,CH3])[CH2,CH3])C(=[OX1])[N!H0]c3ccc(c(c3)O[CH2,CH3])O[CH2,CH3]","PAINS compounds","Ene_misc_C "
"c12[cH]c(O[CH2,CH3])c(O[CH2,CH3])[cH]c1C([#6])=C([#6])S[CH2]2","PAINS compounds","Ene_misc_D"
"c1(O[CH2,CH3])c(O[CH2,CH3])[cH]c2C=C[C!H0]Sc2[cH]1","PAINS compounds","Ene_misc_E"
"[N!H0]1N=C([N!H0])SC(-cc)=C1-cc","PAINS compounds","Dhp_amidine_A"
"[NH2]C1=C(C#[NX1])[C!H0](cc)C([CH2,CH3])=C(C=C)O1","PAINS compounds","Dhp_amino_CN_A"
"[NX3H2,OX2H1]C1=C(C#[NX1])[C!H0](cc)c2c(n(C)nc2)O1","PAINS compounds","Dhp_amino_CN_B"
"[NH2][#6]1=,:[#6](C#[NX1])-,:[#6!H0](cc)-,:[#6](C#[NX1])=,:[#6](cc)-,:[#8]1","PAINS compounds","Dhp_amino_CN_C"
"[NH2]C1=C(C#[NX1])[C!H0](cc)c2c(ccs2)O1","PAINS compounds","Dhp_amino_CN_D "
"[CH2,CH3][SX2]C1=C(C#[NX1])[C!H0](cc)C(C#[NX1])C(=O)N1","PAINS compounds","Dhp_amino_CN_E"
"[NH2][#6]1=,:[#6](C#[NX1])-,:[#6!H0](c2cccs2)-,:[#6](C(=[OX1])O[#6])=,:[#6]([CH2,CH3])-,:[#8]1","PAINS compounds","Dhp_amino_CN_F "
"[SX2]1C=C(C#[NX1])C([#6])(C=[OX1])C([$(C=[OX1]),$(C#[NX1])])=C1[NH2]","PAINS compounds","Dhp_amino_CN_G"
"[NH2]C1=C(C#[NX1])[C!H0](-cc)S[CX4]S1","PAINS compounds","Dhp_amino_CN_H"
"[#7]1([H,CX4])-,:[#6]=,:[#6](C(=[OX1])ccc)-,:[#6]([#6])-,:[#6]([$(C=[OX1]),$(C#[NX1])])=,:[#6]1[CH3]","PAINS compounds","Dhp_keto_A"
"c1(c(nc4c(c1C#[NX1])c(c(cc4)C#[NX1])[NH2])[NH2])C#[NX1]","PAINS compounds","Cyano_amino_het_A"
"n1c([SX2]c3c([NH2])cccc3)c(C#[NX1])c(-c2ccccc2)c(C#[NX1])c1([NH2])","PAINS compounds","Cyano_amino_het_B "
"[CH2,CH3][C!H0](C#[NX1])C(=[OX1])[#6]","PAINS compounds","?yano_keto_A "
"C1(C#[NX1])(C#[NX1])[C!H0](C(=[OX1])C)[C!H0]1","PAINS compounds","Cyano_cyano_B"
"C=CC(C#[NX1])(C#[NX1])C(C#[NX1])=C[NH2]","PAINS compounds","Cyano_ene_amine_B"
"ccC(=[OX1])[N!H0]C(=[OX1])C(C#[NX1])=[C!H0][N!H0]cc","PAINS compounds","Cyano_ene_amine_C"
"[OX1]=S(=[OX1])C(C#[NX1])=N[N!H0]","PAINS compounds","Cyano_imine_C"
"[OX1]=C1C(C#[NX1])=NNCC1","PAINS compounds","Cyano_imine_D"
"C1(C([CH2,CH3])=C(C#[NX1])C(~[#8])~[#7]~[#6]1(~[#8]))=[C!H0]cc","PAINS compounds","Cyano_pyridone_C"
"[OX1]=[#6]1-,:[#6](=,:[#6]-,:[#6](-,:[#7]-,:[#7]1)C=[OX1])C#[NX1]","PAINS compounds","Cyano_pyridone_D"
"ac[#6]1=,:[#6!H0]-,:[#6](co)=,:[#6](C#[NX1])-,:[#6](=[OX1])-,:[#7!H0]1","PAINS compounds","Cyano_pyridone_E"
"N1(c2ccccc2)C(=[OX1])C(C#[NX1])=CC((C#[NX1]))=N1","PAINS compounds","Cyano_pyridone_F"
"N1(c2ccc(O[CH2,CH3])cc2)C(=[OX1])C(C#[NX1])=CC(n3cncc3)=N1","PAINS compounds","Cyano_pyridone_G"
"c1(c2ccccc2nnc1)C(cc)C#[NX1]","PAINS compounds","Cyano_misc_A"
"[#1,#6][C!H0](=[SX1])","PAINS compounds","Thio_aldehyd_A"
"[#6!H0]1=,:[#6]-,:[#8]-,:[#6](=,:[#6!H0]1)C(=[SX1])N5[CH2][CH2]*[CH2][CH2]5","PAINS compounds","Thio_amide_A"
"[CX4][N!H0]C(cc)=[C!H0]C(=S)[N!H0]c1ccccc1","PAINS compounds","Thio_amide_B "
"[C!H0](c1ccccc1)(c2ccccc2)C(=S)[N!H0]","PAINS compounds","Thio_amide_C"
"[C!H0]N([C!H0])[#6]:[#6][N!H0]C(=S)[C!H0]","PAINS compounds","Thio_amide_D "
"c1cccnc1C(=S)[N!H0]c2ccccc2O[CH2,CH3]","PAINS compounds","Thio_amide_E"
"acC(=S)[N!H0][N!H0]ca","PAINS compounds","Thio_amide_F"
"C1=C(SC(C=C1)=S)[#7]","PAINS compounds","Thio_ester_A"
"ccC(=[SX1])[SX2][C!H0][CH2,CH3,$(cc)]","PAINS compounds","Thio_ester_B"
"[#7]1-,:[#6](=[OX1])=,:[#6!H0]-,:[#6]([#6])-,:[#16]-,:[#6]1(=S)","PAINS compounds","Thio_ester_C"
"S=CC([CH2,CH3])=C([CH2,CH3])N([CH2,CH3])[CH2,CH3]","PAINS compounds","Thio_ene_amine_A"
"C1=CN(C(c5ccccc15)(C#[NX1])C(=S)S)C=[OX1]","PAINS compounds","Thio_est_cyano_A"
"c2ccccc2N1C(=[OX1])C(Sc3ccccc3)=[C!H0]C1=[OX1]","PAINS compounds","Thio_imide_A"
"c1(nanc(c2o[cH][cH][cH]2)n1)S[CX4]","PAINS compounds","Thio_pyridine_A"
"[OX1]=C(N3CCSCC3)c9c([cH][cH][cH][cH]9)S[CH2,CH3]","PAINS compounds","Thio_thiomorph_Z"
"c1c([N!H0][CX3](=[SX1])[N!H0][CH2][CH2][CH2]N([CH2,CH3])c2ccccc2)cccc1","PAINS compounds","Thio_urea_A"
"c1c([#7!H0]C(=S)[#7!H0][CH2][CH2][#7]([CH2,CH3])c2ccccc2)cccc1","PAINS compounds","Thio_urea_B"
"c1(ccccc1)[N!H0]C(=[SX1])N[N!H0]C(=[OX1])c2a[a!c]cc2","PAINS compounds","Thio_urea_C"
"c1(ccccc1)[N!H0]C(=[SX1])N[N!H0]c2ccccc2","PAINS compounds","Thio_urea_D"
"c1c([N!H0]C(=[S1])[N!H0][CH2]c2ncccc2)cccc1","PAINS compounds","Thio_urea_E"
"C1[N!H0][N!H0]C(=[SX1])N[N!H0]1","PAINS compounds","Thio_urea_F"
"c1ccccc1[N!H0]C(=[SX1])N[N!H0][#6](=,:[#7R])-,:[#7R]","PAINS compounds","Thio_urea_G"
"[#6]1(=S)-,:[#7]([CH2]c2occc2)-,:[#6](cc)=,:[#7]-,:[#7!H0]1","PAINS compounds","Thio_urea_H"
"c1ccccc1[N!H0]C(=[SX1])[N!H0]N=Cc2ccnc2","PAINS compounds","Thio_urea_I"
"c1(ccoc1[C!H0])C=N[N!H0]C(=[SX1])[N!H0]","PAINS compounds","Thio_urea_J"
"[#6]1(=[SX1])-,:[#7]2-,:[#6]=,:[#6]-,:[#7]=,:[#7]-,:[#6]2=,:[#7][#7!H0]1","PAINS compounds","Thio_urea_K"
"[CX4][SX2]C(=N-aaaa)[N!H0]N=[#6]","PAINS compounds","Thio_urea_L "
"cc[#7]([CH2,CH3])[CH2][CH2][CH2][#7!H0]C(=S)[#7!H0]c1c([F,Cl,Br,I])[cH]c([CH2,CH3])[cH][cH]1","PAINS compounds","Thio_urea_M "
"o1[cH][cH][cH]c1[CH2][N!H0]C(=S)N([C!H0])[CH2]c2ccccc2","PAINS compounds","Thio_urea_N "
"[cH]1c([N!H0]C(=S)[N!H0][C!H0]c3oc([C!H0])[cH][cH]3)[cH]c2c(O[CH2]O2)[cH]1","PAINS compounds","Thio_urea_O "
"[OX1]=C-!@n1ccc2c1-,:[#7!H0]-,:[#6](=S)-,:[#7!H0]2","PAINS compounds","Thio_urea_P"
"[cH]1[cH][cH][cH]c2[cH][cH][cH]c(c12)C([CH2,CH3])=N[N!H0]C(=S)[N!H0]ccc","PAINS compounds","Thio_urea_Q"
"c1ccccc1[N!H0]C(=S)N[N!H0][C!H0]=[C!H0]C=[OX1]","PAINS compounds","Thio_urea_R"
"[CH2,CH3]SC(=S)[N!H0][CH2]-cc","PAINS compounds","Thio_carbam_A"
"S1C(=S)NC=C[CX4]1","PAINS compounds","Thio_carbam_ene"
"[OX1]=[#6]1-,:[#16]c2cccc(O[CH2,CH3])c2-,:[#8]1","PAINS compounds","Thio_carbonate_B"
"[N!H0]1C(=S)[C!H0](C#[NX1])[C!H0](-cc)[C!H0]=C1(-cc)","PAINS compounds","Thio_cyano_A"
"[CX4][#7+,#7v4]([CX4][OH1])=CS[C!H0]","PAINS compounds","Thio_imine_ium"
"[#6]1=,:[#6](C=S)-,:[#7]2-,:[#6]=,:[#6]-,:[#6]=,:[#6]-,:[#6]2=,:[#6]1","PAINS compounds","Thio_keto_het"
"[CH2,CH3]N([CH2,CH3])[C!H0]=CC(=[OX1])c1c([SX2])sc([$(C#[NX1]),$(C=[OX1])])c1","PAINS compounds","Thiophene_C "
"s1[cH][cH]c(O[CH2,CH3])c1C(=[OX1])[N!H0][N!H0]","PAINS compounds","Thiophene_D "
"c1(sc([H,CH2,CH3])[cH][cH]1)C([H,CH2,CH3])C(=[OX1])[NH]c2nccs2","PAINS compounds","Thiophene_E "
"S(=[OX1])(=[OX1])[N!H0]c1sc([C!H0])c([C!H0])c1(C(=[OX1])[N!H0])","PAINS compounds","Thiophene_F "
"c2ccccc2[#7!H0]c1sc([$([#6]=[#8]),$(C#[#7]),$([#6]([#8!H0])=[#6])])c([#7])c1[$(C#[#7]),$([#6](n)n)]","PAINS compounds","Thiophene_amino_B"
"[C!H0][CH2]c1sc([N!H0]C(=[OX1])CCC=[OX1])c([$(C(=[OX1])O),$(C#[NX1])])c1[CH2,CH3]","PAINS compounds","Thiophene_amino_C"
"C=CC(=[OX1])Nc1sc(C(=[OX1])O)c([C!H0])c1(C#[NX1])","PAINS compounds","Thiophene_amino_D"
"[#6]1=,:[#6]-,:[#16]-,:[#6](=,:[#6]1[NH2])[C!H0]=[C!H0][#6]2=,:[#6]-,:[#6]=,:[#6]-,:[#16]2","PAINS compounds","Thiophene_amino_E"
"[NH2]c1sc([NH]C(=[OX1])c3ccccc3)c(C#[NX1])c1c2aaaaa2","PAINS compounds","Thiophene_amino_F "
"cccccc-c1sc([N!H0]C(=[OX1])[#6])c(C(=[OX1])[OH1])c1","PAINS compounds","Thiophene_amino_G"
"[#6!H0][N!H0]c1sc([#6!H0])c([#6!H0])c1C(=[OX1])[N!H0]cc","PAINS compounds","Thiophene_amino_H"
"[#6]C(=[OX1])c1cccc2cccc([OH1,NH2])c12","PAINS compounds","Keto_naphthol_A "
"c1(sc2ccccc2c1([CH2,CH3]))C(=[OX1])[CH2][CH2,CH3]","PAINS compounds","Keto_thiophene"
"c1cccc5c1C(c8c5nacc8)=[OX1]","PAINS compounds","Keto_phenone_A"
"c1cccc5c1C(C8C5=N[!#1!#6]=CC8)=[OX1]","PAINS compounds","Keto_phenone_B"
"c1(cc3c(c5ccccc15)c4c(C3=[OX1])cccc4)[OH1]","PAINS compounds","Keto_phenone_C"
"c1c(cccc1)C(=[OX1])[N!H0]N=C2c3c(cccc3)c4c2cccc4","PAINS compounds","Keto_phenone_zone_A "
"[CX4]1C(=[OX1])NNC(=[OX1])1","PAINS compounds","Keto_keto_beta_B"
"c1ccc7c(c1)C(C(=C7[#8!H0])[#6])=[OX1]","PAINS compounds","Keto_keto_beta_C"
"[OX1]=CC=[C!H0][OH1]","PAINS compounds","Keto_keto_beta_D"
"[OX1]=C[C!H0]=C([OH1])C([OH1])=[C!H0]C(=[OX1])[#6]","PAINS compounds","Keto_keto_beta_E"
"[CH2,CH3]C([OH1])=C(C(=[OX1])[CH2,CH3])[C!H0]C#C","PAINS compounds","Keto_keto_beta_F"
"[OX1]=C2[CX4]CC(=[OX1])c7c2cccc7","PAINS compounds","Keto_keto_gamma"
"[#6]1([F,Cl,Br,I,$([#7v4R,#7v4R+](=,:[#6R])-,:[#6R])])=,:[#6](-!@C=N)-,:[#16]-,:[#6](=[OX1])-,:[#7]1","PAINS compounds","Thiaz_ene_C"
"[#7v4,#7+](=,:*-,:*=,:*)-,:*=O","PAINS compounds","Acyl_het_A"
"[CX4]N([CX4])c1[cH][cH]c([#6]2=,:[#7]-,:[#6]=,:[#6]-,:*2)[cH][cH]1","PAINS compounds","Anil_di_alk_G"
"[cH]1c([N!H0]S(=[OX1])(=[OX1])c2caccc2)[cH]c(N([CH2,CH3])[CH2,CH3])[cH][cH]1","PAINS compounds","Anil_di_alk_H"
"c1([NH2])ccc(N([CX3])[CX3])cc1","PAINS compounds","Anil_di_alk_K"
"c1cc3c(cc1)N([CH2][CH2]N4C(c6c(C4=[OX1])cccc6)=[OX1])[CH2][CH2]3","PAINS compounds","Anil_di_alk_L"
"[cH]1c([N!H0]C(=S)[N!H0]c2ccccc2)[cH]c(N([CH2,CH3])[CH2,CH3])[cH][cH]1","PAINS compounds","Anil_di_alk_O"
"[CH2,CH3]N([CH2,CH3])c1cc2nc(S[CH2,CH3])sc2cc1","PAINS compounds","Anil_di_alk_P"
"[CH2,CH3]N([CH2,CH3])C1=[C!H0]c2ccccc2[SX2]c3ccccc13","PAINS compounds","Anil_di_alk_ene_A"
"N1C=C(C=[OX1])C(-c3ccc(N([CH2,CH3])[CH2,CH3])cc3)C2=C1(~[#7]~[#6](~[#16])~[#7]~[#6]2~[#7])","PAINS compounds","Anil_di_alk_dhp"
"[cH]1[cH]c([N!H0][CH2]c2ccccc2)[cH]c2c1n([#6])[cH]n2","PAINS compounds","Anil_alk_bim"
"c2ccccc2N([C!H0])[C!H0][C!H0][C!H0][N!H0]C(=[OX1])[#6]1-,:[#6]([CH2,CH3])=,:[#6!H0]-,:[#6](=[OX1])-,:[#8]-,:[#6]([CH2,CH3])=,:1","PAINS compounds","Anil_di_alk_coum "
"[NH2]c4[cH]nc(Oc5ccccc5)[cH][cH]4","PAINS compounds","Anil_OC_no_alk_A"
"C([#16])([#7])=[C!H0]C=[C!H0]C=[OX1]","PAINS compounds","Ene_one_B"
"C1(=[OX1])C(C(C#[NX1])=[C!H0][#7])C([#7])C=C1","PAINS compounds","Ene_one_C"
"c1ccccc1[C!H0]NC(=[OX1])C([N!H0][CH2,CH3])=[C!H0]C(=[OX1])c2ccc(O[CH2,CH3])cc2","PAINS compounds","Ene_one_amide_A "
"c13ccc2ccccc2c1[C!H0][CX4]NC3=[C!H0]C(=[OX1])N([CH2,CH3])[CH2,CH3]","PAINS compounds","Ene_one_amide_B "
"[OX1]=CC1=C(SC(=[#6!H0][#6])S1)C=[OX1]","PAINS compounds","Ene_one_one_A"
"C1(C(=[OX1])[CH2]C[CH2]C1(=[OX1]))=C([N!H0])C=[OX1]","PAINS compounds","Ene_one_one_B"
"C#CC(=[OX1])C#C","PAINS compounds","Ene_one_yne_A"
"[N!H0](c1ccccc1)N=C(C(=[OX1])[CH2,CH3])[N!H0][$([N!H0]),$(cc)]","PAINS compounds","Imine_one_B"
"C1(C=Nc4c(N1)cccc4)=[C!H0]C=[OX1]","PAINS compounds","Imine_ene_one_A"
"c1cC(=[OX1])C=C1N=[C!H0]N([CX4])[CX4]","PAINS compounds","Imine_ene_one_B"
"c1ccc4c(c1)[#6]([#6]=[#7]4)=[#7!R]","PAINS compounds","Imine_imine_A"
"cc[C!H0]=[C!H0][C!H0]=NN=C","PAINS compounds","Imine_imine_B"
"[CH2,CH3]N([CH2,CH3])[C!H0]=NC([CH2,CH3])=NN([CH2,CH3])cc","PAINS compounds","Imine_imine_C"
"[N!R]=C2C(=[OX1])c5c(cccc5)S2","PAINS compounds","Imine_one_fives_B"
"cc[N!R]=C2C(=[!#1!#6])c5ccccc5N2","PAINS compounds","Imine_one_fives_C"
"C1(=[!#1!#6])C(N=CS1)=O","PAINS compounds","Imine_one_fives_D"
"[#6]=[N!R]c3c([OH1])cccc3","PAINS compounds","Imine_phenol_A"
"c12c([cH][cH][cH][cH]1)c(c([cH][cH]2)C(=N-cc)[CH2,CH3])[OH1]","PAINS compounds","Imine_naphthol_A"
"[#7]1([CX4])-,:[#6]([CH2,CH3])=,:[#6!H0]-,:[#6!H0]=,:[#6]1cc","PAINS compounds","Pyrrole_C"
"[#7]1(C)-,:[#6!H0]=,:[#6!H0]-,:[#6!H0]=,:[#6]1[CH2][N!H0]C(=[SX1])[N!H0]","PAINS compounds","Pyrrole_D"
"[#7]1(c2[cH]a[a!c]a2)-,:[#6]([CX4])=,:[#6!H0]-,:[#6!H0]=,:[#6]1[CX4]","PAINS compounds","Pyrrole_E "
"[cH]1[cH]n(-c2[a!c]ccc2C#[NX1])c[cH]1","PAINS compounds","Pyrrole_F "
"n1(c2c[cH]c([$([NH2]),$(cn)])c[cH]2)[cH][cH][cH][cH]1","PAINS compounds","Pyrrole_G"
"C1=[Nv4,N+]([#6])CC[#7]2-,:[#6]=,:[#6]-,:[#6]=,:[#6]12","PAINS compounds","Pyrrole_H"
"[#7]1([CH2,CH3])-,:[#6]2=,:[#6](-,:[#6]:[#6]-,:[#6]2=[OX1])-,:[#6]=,:[#6]1[CH2,CH3]","PAINS compounds","Pyrrole_I"
"[#6]1(=,:[#6]2-,:[#6](=,:[#6](-,:[#7]1C(O)=[OX1])[CH2,CH3])S[CH2]S2)[CH2,CH3]","PAINS compounds","Pyrrole_J"
"[#6]1(-,:[#7!H0]-,:[#6](c2[cH][cH][cH][cH][cH]2)=,:[#6]([CH2,CH3])-,:[#6H]=,:1)C(=[OX1])[OH1]","PAINS compounds","Pyrrole_K "
"[n!H0]1c(C(=[OX1])O[CH2,CH3])c([CH2,CH3])c([CH2][CH2,CH3])c1[CH2][CH2,CH3]","PAINS compounds","Pyrrole_L"
"[#7]1(c2ccccc2)-,:[#6!H0]=,:[#6!H0]-,:[#6!H0]=,:[#6]1C=N[OH1]","PAINS compounds","Pyrrole_M"
"[#7]1([C!H0]c2[cH][cH]c[cH][cH]2)-,:[#6]([C!H0])=,:[#6!H0]-,:[#6!H0]=,:[#6]1[C!H0]","PAINS compounds","Pyrrole_N"
"[#7]1([CH2,CH3])-,:[#6]([CH2,CH3])=,:[#6](C(=[OX1])[#6])-,:[#6]=,:[#6]1-cc","PAINS compounds","Pyrrole_O"
"c2ccccc2[#7][#6]1=,:[#7+,#7v4]-,:[#6](c3ccccc3)=,:[#6][#16]1","PAINS compounds","Thiaz_ene_D "
"C1(S[#6R])=C([C!H0]([#6])[#6])SC(N1([H,CH2,CH3]))=[OX1]","PAINS compounds","Thiaz_ene_E "
"c1ccc4c(c1)[#6]7=,:[#6]8-,:[#6]([#6]4=[OX1])=,:[#6]-,:[#6]=,:[#6]-,:[#6]8=,:[#7]-,:[#8]7","PAINS compounds","Quinone_B"
"[OX1]=C1c2ccccc2C3=C([OH1])C(=[OX1])Nc4cccc1c34","PAINS compounds","Quinone_C "
"[!#1!#6]=[#6]1[#6]=,:[#6][#6]=,:[#6][#6]1=[!#1!#6]","PAINS compounds","Quinone_D"
"O(c2ccccc2)c3cc1nonc1cc3","PAINS compounds","Diazox_A"
"Clc2cc1nonc1cc2","PAINS compounds","Diazox_B"
"N2=Nc1n[a!c]nc1N=Ncc2","PAINS compounds","Diazox_C"
"[C!H0]1([OH1])c2n[a!c]nc2[C!H0]([OH1])C=C1","PAINS compounds","Diazox_D"
"[NH2]c1c([NH2])[cH][cH]c2nonc12","PAINS compounds","Diazox_E "
"c3ccccc3N1[C!H0][C!H0]N([C!H0][C!H0]1)S(=[OX1])(=[OX1])c4c2nsnc2ccc4","PAINS compounds","Diazox_sulfon_B"
"[cH]1c([N!H0]S(=[OX1])(=[OX1])c2ccc([!#1!#6])cc2)[cH]c3c(O[CH2]O3)[cH]1","PAINS compounds","Sulfonamide_C"
"c1c(ccc(c1)[N!H0]S(=[OX1])(=[OX1]))[N!H0]S(=[OX1])(=[OX1])","PAINS compounds","Sulfonamide_D "
"cc[N!H0]S(=[OX1])(=[OX1])[N!H0]cc","PAINS compounds","Sulfonamide_E"
"[OX1]=S(=[OX1])(cc)[N!H0][#6]1=,:[#7]-,:[#6](=,:[#6]-,:[#16]1)cc","PAINS compounds","Sulfonamide_F"
"[CH3]c5nc([N!H0]S(c2[cH][cH]c([cH][cH]2)O[CH2][CH2][CH2,CH3])(=[OX1])(=[OX1]))[cH][cH][cH]5","PAINS compounds","Sulfonamide_G "
"c1([cH][cH]c([NH2])[cH][cH]1)S(=[OX1])(=[OX1])[N!H0]c2[cH][cH][cH]nn2","PAINS compounds","Sulfonamide_H "
"S(=[OX1])(=[OX1])(c1cn([CH2,CH3])cn1)[N!H0]c2cnn([CH2]ccO[CH2,CH3])c2","PAINS compounds","Sulfonamide_I "
"[#7]1(c2c([N!H0]S(=[OX1])(=[OX1])c3sccc3)cccc2)-,:[#6!H0]=,:[#6!H0]-,:[#6!H0]=,:[#6!H0]1","PAINS compounds","Sulfonamide_J"
"cc[CH]=[CH][CH]=NN([CX4])[CX4]","PAINS compounds","Imine_ene_A"
"[#6][SX2]c1n[cH]cs1","PAINS compounds","Thiazol_SC_A"
"[N!H0]c1nc(c2cnc([NH2])s2)cs1","PAINS compounds","Thiazole_amine_A "
"c1(ccc([CH2,CH3])cc1)-c2nc([NH2])sc2[CH3]","PAINS compounds","Thiazole_amine_B"
"c1([N!H0][CH2]c2[cH][cH][cH]o2)nc(aaa([$(O[CH2,CH3]),CH2,CH3])aa)[cH]s1","PAINS compounds","Thiazole_amine_C "
"[#16]1-,:[#6]([N!H0]c2c([CH2,CH3,$(cc)])cccc2)=,:[#7+,#7v4]([CH2,CH3])-,:[#6]([#6])=,:[#6H]1","PAINS compounds","Thiazole_amine_D"
"[OX1]=C[N!H0]c1c(-cc)nc([CH2]C#[NX1])s1","PAINS compounds","Thiazole_amine_E"
"[#6!H0][#7!H0]c1nc(-C2=CN=C3N2C=CS3)cs1","PAINS compounds","Thiazole_amine_F "
"[#6]1=,:[#6]-,:[#16]-,:[#6](NNS(=[OX1])=[OX1])=,:[#7]1","PAINS compounds","Thiazole_amine_G"
"c1ccc(C(=[OX1])[OH1])cc1[N!H0][#6]2=,:[#7]-,:[#6](=,:[#6!H0]-,:[#16]2)c3ccc([C!H0]([C!H0])[C!H0])cc3","PAINS compounds","Thiazole_amine_H "
"[OX1]=S(=[OX1])(cc)[N!H0][N!H0][#6]1=,:[#7]-,:[#6](=,:[#6]-,:[#16]1)cc","PAINS compounds","Thiazole_amine_J"
"n1c2c(cc5c1-,:[#7]=,:[#6](-,:[#16]5)[#7])-,:[#16]-,:[#6](=,:[#7]2)[#7]","PAINS compounds","Thiazole_amine_K "
"s1ccc(-c2csc([NH2])n2)[cH]1","PAINS compounds","Thiazole_amine_L"
"c1([N!H0]cc[CH2,CH3])nc(c2ccncc2)[cH]s1","PAINS compounds","Thiazole_amine_M"
"[CH2,CH3]Oc1[cH][cH]c(O[CH2,CH3])[cH]c1[N!H0]c2scc(-c3ccc(O[CH2,CH3])cc3)n2","PAINS compounds","Thiazole_amine_N "
"c1(oc([CH2,CH3])c([CH2]Occ)[cH]1)[CX3](=[OX1])[OH1]","PAINS compounds","Furan_acid_A"
"c1(oc([CH2,CH3])[cH][cH]1)[C!H0]([OH1])C#C[CX4]","PAINS compounds","Furan_A"
"[#6]1(-,:[#6](=,:[#6]-,:[#6]=,:[#6]-,:[#6]=,:[#6]1)[N!H0])=NC","PAINS compounds","Colchicine_A"
"[CH2,CH3]Sc1ccc(cc1)C2=CC(=[OX1])[#6]3=,:[#6]-,:[#8]-,:[#6]=,:[#6]3C([OH1])=C2","PAINS compounds","Colchicine_B"
"c1cccc3-,:[#7]([CH2,CH3])-,:[#6](=NN=[#6]2-,:[#6]=,:[#6]-,:[#6]=,:[#6]-,:[#6]=,:[#6]2)-,:[#16]-,:c13","PAINS compounds","Colchicine_het"
"N1(c2c([CH2,CH3])cccc2)C(=S)N([CH2]aaaaa)[CH2]C1=[OX1]","PAINS compounds","Rhod_sat_B"
"N1(c2ccccc2)C(=NC=[OX1])S[CH2]C1=[OX1]","PAINS compounds","Rhod_sat_C"
"N1(c2ccccc2)C(=[OX1])S[C!H0]([CH2]C(=[OX1])[N!H0]cc)C1=[OX1]","PAINS compounds","Rhod_sat_D"
"N1(c2ccccc2)C(=[OX1])S[C!H0]([N!H0]c3c4ccccc4ccc3)C1=[OX1]","PAINS compounds","Rhod_sat_E "
"N1(c2ccccc2)C(=[OX1])S[CH2]C1=S","PAINS compounds","Rhod_sat_F"
"N1(C(=[OX1])c2ccccc2)C(=Nc3ccccc3)S[CH2]C1=[OX1]","PAINS compounds","Rhod_sat_imine_A "
"o1[cH][cH][cH]c1[CH2][N!H0]c1c2ccccc2nc([N!H0]c4c([H,CH2,CH3,SX2,$(O[C!H0])])cc([H,CH2,CH3,SX2,$(O[C!H0])])c([H,CH2,CH3,SX2,$(O[C!H0])])c4)n1","PAINS compounds","Melamine_A "
"n1c(N([CH2,CH3])[CH2,CH3])nc(N([CH2,CH3])[CH2,CH3])nc1N([C!H0])C=[OX1]","PAINS compounds","Melamine_B"
"[CH2,CH3][CH2]S[CH2][#6]1=,:[#6]-,:[#7!H0]-,:[#6]=,:[#7]1","PAINS compounds","Imidazole_B"
"[C!H0]1(n2[cH]n[cH][cH]2)c3[cH]c(Br)[cH][cH]c3[CH2][CH2]c4[cH][cH][cH][cH]c14","PAINS compounds","Imidazole_C "
"[cH]1c(C(=[OX1])[OH1])[cH][cH]c2C(=[OX1])N(c3c[cH]c([#8])c[cH]3)C(=[OX1])c12","PAINS compounds","Phthalimide_misc "
"[cH]1[cH][cH][cH]c9[cH]c([cH][cH]c19)[N!H0][N!H0]C=[OX1]","PAINS compounds","Hzide_naphth "
"c1ccc4c5c(cccc15)-,:[#6]=,:[#7]-,:[#7!H0]4","PAINS compounds","Naphth_amino_C"
"c1ccc4c5c(cccc15)-,:[#7]=,:[#7]-,:[#7]4","PAINS compounds","Naphth_amino_D"
"c1cc3c4c(c1)cccc4C(=CC3=[OX1])O[CH2,CH3]","PAINS compounds","Naphth_ene_one_A"
"[#7]c1ccc2c3c1cccc3C(=[OX1])C=C2C(F)(F)(F)","PAINS compounds","Naphth_ene_one_B "
"c1(ccc4c5c(cccc15)C(C=C4)=[#7])[#7]","PAINS compounds","Naphth_ene_one_C"
"c1(O[C!H0])[cH][cH]c2c3[cH][cH]c(O[CH2,CH3])[cH]c3-,:[#6](=[OX1])-,:[#8]c2c1","PAINS compounds","Coumarin_A "
"c1([CH2][C!H0]=[CH2])cccc2-,:[#6!H0]=,:[#6](C(=[OX1])[N!H0]cc)-,:[#6](=[OX1])-,:[#8]c12","PAINS compounds","Coumarin_B"
"C1(C=Nc4c(O1)ccc(Cl)c4)=[OX1]","PAINS compounds","Coumarin_C"
"c1c2C(c3ccccc3)=[C!H0]C(=[OX1])Oc2cc(O[CH2]coc)c1","PAINS compounds","Coumarin_D "
"c1cc2c(o1)cc(Br)c3[#8]-,:[#6](=[OX1])-,:[#6]=,:[#6!H0]c23","PAINS compounds","Coumarin_E "
